long,lat,group,order,region,subregion,Cases,Incidence_avg,Incidence_alt,PopulationAvg,n_tower,Cent_lon,Cent_lat
-74.1636581420899,43.3729057312012,57,1825,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-74.2209548950195,43.7281379699707,57,1826,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-74.0605239868164,43.7453269958496,57,1827,new york,warren,13,4.0402707334105,4.04192408022908,64325.8,32,-73.8587439606009,43.5622436745129
-73.3901672363281,43.8140830993652,58,1829,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3729705810547,43.7911643981934,58,1830,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3672485351563,43.7739753723145,58,1831,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3729705810547,43.7453269958496,58,1832,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3844299316406,43.722412109375,58,1833,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.4016265869141,43.6880302429199,58,1834,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.4302673339844,43.6536560058594,58,1835,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.4245376586914,43.5791664123535,58,1836,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.4016265869141,43.5677108764649,58,1837,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3844299316406,43.5906295776367,58,1838,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
-73.3672485351563,43.6135482788086,58,1839,new york,washington,23,9.31292192182633,9.31713502149017,61714.25,5,-73.4421837866587,43.3229473756594
